T,n,s,eval_time,score,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30
20,10,10,30,0.9178386879663092,0.991670539702399,0.9402061537863807,0.9321114661781669,0.9870698455624898,0.6243766212250449,0.7655788681117078,0.9563315529014169,0.9979507029096261,0.997621642975208,0.9854694863106519
